filename,dur,tempo,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
IMSLP110289-PMLP02344-08_Chopin-_Prelude_no._1_in_C_major.mp3,35.55265306122449,117.45383522727273,764.5512994981772,-421.9581,207.41704,36.06513,-12.819286,8.169384,7.647901,-3.297083,-4.8656006,-5.550294,-8.814584,-10.832067,-9.052251,-5.03761,0.4039681,0.26641393,0.305179,0.3340025,0.44149014,0.3841514,0.39994204,0.5734709,0.37669787,0.27206677,0.22963193,0.36342904
